"obv"	"datetime"	"temp"	"date"	"time"	"datetimew"
"180"	1016	"6/11/15 20:45"	29.09	"6/11/15"	"20:45"	2015-06-11 20:45:00
"181"	1017	"6/11/15 21:00"	29.09	"6/11/15"	"21:00"	2015-06-11 21:00:00
"182"	1018	"6/11/15 21:15"	29.115	"6/11/15"	"21:15"	2015-06-11 21:15:00
"183"	1019	"6/11/15 21:30"	29.115	"6/11/15"	"21:30"	2015-06-11 21:30:00
"184"	1020	"6/11/15 21:45"	29.09	"6/11/15"	"21:45"	2015-06-11 21:45:00
"185"	1021	"6/11/15 22:00"	29.065	"6/11/15"	"22:00"	2015-06-11 22:00:00
"186"	1022	"6/11/15 22:15"	29.065	"6/11/15"	"22:15"	2015-06-11 22:15:00
"187"	1023	"6/11/15 22:30"	29.04	"6/11/15"	"22:30"	2015-06-11 22:30:00
"188"	1024	"6/11/15 22:45"	29.515	"6/11/15"	"22:45"	2015-06-11 22:45:00
"189"	1025	"6/11/15 23:00"	29.64	"6/11/15"	"23:00"	2015-06-11 23:00:00
"190"	1026	"6/11/15 23:15"	29.565	"6/11/15"	"23:15"	2015-06-11 23:15:00
"191"	1027	"6/11/15 23:30"	29.565	"6/11/15"	"23:30"	2015-06-11 23:30:00
"192"	1028	"6/11/15 23:45"	29.54	"6/11/15"	"23:45"	2015-06-11 23:45:00
"193"	1029	"6/12/15 0:00"	29.565	"6/12/15"	"0:00"	2015-06-12 00:00:00
"194"	1030	"6/12/15 0:15"	29.414	"6/12/15"	"0:15"	2015-06-12 00:15:00
"195"	1031	"6/12/15 0:30"	29.29	"6/12/15"	"0:30"	2015-06-12 00:30:00
"196"	1032	"6/12/15 0:45"	29.24	"6/12/15"	"0:45"	2015-06-12 00:45:00
"197"	1033	"6/12/15 1:00"	29.19	"6/12/15"	"1:00"	2015-06-12 01:00:00
"198"	1034	"6/12/15 1:15"	29.215	"6/12/15"	"1:15"	2015-06-12 01:15:00
"199"	1035	"6/12/15 1:30"	29.29	"6/12/15"	"1:30"	2015-06-12 01:30:00
"200"	1036	"6/12/15 1:45"	29.49	"6/12/15"	"1:45"	2015-06-12 01:45:00
"201"	1037	"6/12/15 2:00"	29.515	"6/12/15"	"2:00"	2015-06-12 02:00:00
"202"	1038	"6/12/15 2:15"	29.49	"6/12/15"	"2:15"	2015-06-12 02:15:00
"203"	1039	"6/12/15 2:30"	29.414	"6/12/15"	"2:30"	2015-06-12 02:30:00
"204"	1040	"6/12/15 2:45"	29.464	"6/12/15"	"2:45"	2015-06-12 02:45:00
"205"	1041	"6/12/15 3:00"	29.414	"6/12/15"	"3:00"	2015-06-12 03:00:00
"206"	1042	"6/12/15 3:15"	29.389	"6/12/15"	"3:15"	2015-06-12 03:15:00
"207"	1043	"6/12/15 3:30"	29.365	"6/12/15"	"3:30"	2015-06-12 03:30:00
"208"	1044	"6/12/15 3:45"	29.315	"6/12/15"	"3:45"	2015-06-12 03:45:00
"209"	1045	"6/12/15 4:00"	29.315	"6/12/15"	"4:00"	2015-06-12 04:00:00
"210"	1046	"6/12/15 4:15"	29.315	"6/12/15"	"4:15"	2015-06-12 04:15:00
"211"	1047	"6/12/15 4:30"	29.34	"6/12/15"	"4:30"	2015-06-12 04:30:00
"212"	1048	"6/12/15 4:45"	29.34	"6/12/15"	"4:45"	2015-06-12 04:45:00
"213"	1049	"6/12/15 5:00"	29.315	"6/12/15"	"5:00"	2015-06-12 05:00:00
"214"	1050	"6/12/15 5:15"	29.365	"6/12/15"	"5:15"	2015-06-12 05:15:00
"215"	1051	"6/12/15 5:30"	29.365	"6/12/15"	"5:30"	2015-06-12 05:30:00
"216"	1052	"6/12/15 5:45"	29.365	"6/12/15"	"5:45"	2015-06-12 05:45:00
"217"	1053	"6/12/15 6:00"	29.365	"6/12/15"	"6:00"	2015-06-12 06:00:00
"218"	1054	"6/12/15 6:15"	29.389	"6/12/15"	"6:15"	2015-06-12 06:15:00
"219"	1055	"6/12/15 6:30"	29.389	"6/12/15"	"6:30"	2015-06-12 06:30:00
"220"	1056	"6/12/15 6:45"	29.389	"6/12/15"	"6:45"	2015-06-12 06:45:00
"221"	1057	"6/12/15 7:00"	29.414	"6/12/15"	"7:00"	2015-06-12 07:00:00
"222"	1058	"6/12/15 7:15"	29.414	"6/12/15"	"7:15"	2015-06-12 07:15:00
"223"	1059	"6/12/15 7:30"	29.439	"6/12/15"	"7:30"	2015-06-12 07:30:00
"224"	1060	"6/12/15 7:45"	29.439	"6/12/15"	"7:45"	2015-06-12 07:45:00
"225"	1061	"6/12/15 8:00"	29.464	"6/12/15"	"8:00"	2015-06-12 08:00:00
"226"	1062	"6/12/15 8:15"	29.49	"6/12/15"	"8:15"	2015-06-12 08:15:00
"227"	1063	"6/12/15 8:30"	29.49	"6/12/15"	"8:30"	2015-06-12 08:30:00
