Year,coreID,linext,density,calc,region,rz,site,spp,linext.log,linext.anom,linext.roll,density.log,density.anom,density.roll,calc.log,calc.anom,calc.roll
1975,worbs17s,0.301927207,1.113432895,0.336127045,w,or,worbs,s,-1.197569327,-0.144545461,-0.893147168,0.107447941,-0.586457381,0.100331942,-1.09026608,-0.234289368,-0.79869991
1974,worbs17s,0.318516483,1.103558332,0.351501636,w,or,worbs,s,-1.144081053,-0.080856363,-1.198577808,0.098539806,-0.644691796,0.091684064,-1.045540913,-0.184664859,-1.10604585
1973,worbs17s,0.28533737,1.071505259,0.306563442,w,or,worbs,s,-1.254083044,-0.211836989,-1.132354036,0.069064444,-0.837378654,0.075746524,-1.182330556,-0.336438888,-1.053296976
1972,worbs17s,0.368285064,1.06144939,0.39375773,w,or,worbs,s,-0.99889801,0.092014744,-1.201567646,0.059635323,-0.899018868,0.062446998,-0.932019457,-0.058707891,-1.136114819
1971,worbs17s,0.258794263,1.060394732,0.274173423,w,or,worbs,s,-1.351721884,-0.32809667,-1.205465697,0.058641227,-0.905517488,0.069041458,-1.293994442,-0.460334802,-1.132986192
1970,worbs17s,0.282020026,1.092914328,0.309454355,w,or,worbs,s,-1.265777196,-0.225761349,-1.250226763,0.088847824,-0.708050395,0.083211827,-1.172944678,-0.326024849,-1.164276498
1969,worbs17s,0.322007253,1.107545636,0.358477144,w,or,worbs,s,-1.133181209,-0.067877793,-1.217500369,0.102146428,-0.621114522,0.099717316,-1.025890376,-0.162861737,-1.113252382
1968,worbs17s,0.285491592,1.114223439,0.319524255,w,or,worbs,s,-1.2535427,-0.211193595,-1.08086338,0.108157695,-0.581817564,0.104657748,-1.140922093,-0.290494405,-0.972613028
1967,worbs17s,0.424914957,1.109233373,0.471881862,w,or,worbs,s,-0.855866231,0.262324316,-1.258078117,0.103669122,-0.611160344,0.100832677,-0.751026617,0.142111498,-1.154710959
1966,worbs17s,0.18922369,1.094908955,0.207591273,w,or,worbs,s,-1.664825419,-0.700912623,-1.273963891,0.090671214,-0.696130498,0.093747727,-1.572184166,-0.76899834,-1.179639798
1965,worbs17s,0.272204945,1.0907907,0.296499837,w,or,worbs,s,-1.301200022,-0.267939712,-1.292708394,0.086902846,-0.720765137,0.091715978,-1.21570861,-0.373473283,-1.201488687
1964,worbs17s,0.401679914,1.102492884,0.441943477,w,or,worbs,s,-0.912099741,0.195366434,-1.229029516,0.097573874,-0.651006306,0.089759552,-0.816573285,0.069384633,-1.140432807
1963,worbs17s,0.229055995,1.088501454,0.249320384,w,or,worbs,s,-1.473788786,-0.473443123,-1.187058732,0.084801937,-0.734499234,0.095296868,-1.389016527,-0.565765917,-1.091246803
1962,worbs17s,0.308730155,1.1090622,0.343643465,w,or,worbs,s,-1.175287668,-0.118014435,-1.304777049,0.103514793,-0.612169222,0.097530962,-1.068150598,-0.209751283,-1.205996054
1961,worbs17s,0.282167421,1.10990692,0.313228903,w,or,worbs,s,-1.265254693,-0.225139198,-1.231362869,0.104276156,-0.60719203,0.091164756,-1.160821036,-0.312573145,-1.139027748
1960,worbs17s,0.28549058,1.067909841,0.304796295,w,or,worbs,s,-1.253546245,-0.211197816,-1.213909071,0.065703318,-0.859351063,0.076008712,-1.188111611,-0.342853218,-1.1374336
1959,worbs17s,0.325326406,1.059764445,0.345290857,w,or,worbs,s,-1.122926274,-0.055667126,-1.140311002,0.058046662,-0.909404294,0.063602508,-1.063368153,-0.204444954,-1.075479747
1958,worbs17s,0.351881613,1.069357012,0.377207639,w,or,worbs,s,-1.044460487,0.037762983,-1.026497582,0.067057544,-0.850498192,0.052037042,-0.974959477,-0.106351701,-0.971052743
1957,worbs17s,0.401677406,1.031492643,0.416932643,w,or,worbs,s,-0.912105985,0.195358999,-1.081876149,0.031006921,-1.086168963,0.05960207,-0.874830598,0.004745624,-1.019377868
1956,worbs17s,0.275529115,1.084090889,0.298691644,w,or,worbs,s,-1.289061975,-0.253486801,-1.136411134,0.080741745,-0.761041593,0.067892644,-1.208343529,-0.365301407,-1.066549768
1955,worbs17s,0.298774718,1.096287273,0.327431902,w,or,worbs,s,-1.208065441,-0.157043303,-1.162170561,0.091929265,-0.687906345,0.092870669,-1.116475178,-0.263369496,-1.068787221
1954,worbs17s,0.371805554,1.111756277,0.414143414,w,or,worbs,s,-0.989384266,0.103342868,-1.228622807,0.105940996,-0.596308605,0.103023011,-0.881542955,-0.002702027,-1.125917109
1953,worbs17s,0.225729316,1.117617036,0.251645685,w,or,worbs,s,-1.488418714,-0.490863146,-1.392795698,0.111198772,-0.56193738,0.099461586,-1.379733193,-0.555465656,-1.294840451
1952,worbs17s,0.182576847,1.08463659,0.197257518,w,or,worbs,s,-1.700584115,-0.74349091,-1.488684777,0.081244991,-0.757751768,0.094878214,-1.623245206,-0.825652773,-1.395869371
1951,worbs17s,0.278858303,1.096574115,0.305859414,w,or,worbs,s,-1.277051501,-0.239185792,-1.451599848,0.092190879,-0.686196115,0.084615989,-1.184629714,-0.338989903,-1.368706234
1950,worbs17s,0.252293061,1.083733578,0.273010839,w,or,worbs,s,-1.377163927,-0.3583908,-1.154829802,0.080412096,-0.763196583,0.09714566,-1.298243781,-0.465049628,-1.058306135
1949,worbs17s,0.444736201,1.126182962,0.50055144,w,or,worbs,s,-0.810273979,0.316611531,-0.875905103,0.118834005,-0.512024202,0.114321661,-0.692044908,0.207554257,-0.763168041
1948,worbs17s,0.643857788,1.154559497,0.741399669,w,or,worbs,s,-0.440277403,0.757170677,-0.819622627,0.143718883,-0.349346337,0.136046483,-0.299215435,0.643415558,-0.685005803
1947,worbs17s,0.298699718,1.156717855,0.345156595,w,or,worbs,s,-1.208316498,-0.15734224,-0.979284461,0.145586559,-0.337136932,0.160768634,-1.063757066,-0.204876469,-0.820749361
1946,worbs17s,0.275474702,1.212883352,0.333112309,w,or,worbs,s,-1.28925948,-0.253721973,-1.282987132,0.19300046,-0.027181942,0.180452801,-1.099275582,-0.244285799,-1.104466541
1945,worbs17s,0.258881353,1.224792427,0.316520593,w,or,worbs,s,-1.351385419,-0.327696037,-1.198390257,0.202771382,0.0366927,0.214239255,-1.150366975,-0.300973911,-0.985534822
1944,worbs17s,0.384994638,1.280109887,0.493140128,w,or,worbs,s,-0.954525872,0.144849155,-1.198416338,0.246945923,0.325471289,0.226653385,-0.70696191,0.191003198,-0.970638625
1943,worbs17s,0.275453149,1.258905696,0.348336264,w,or,worbs,s,-1.289337723,-0.253815137,-1.194175005,0.230242848,0.216279652,0.236084903,-1.05458699,-0.194701873,-0.956874998
1942,worbs17s,0.262196405,1.259942314,0.329863583,w,or,worbs,s,-1.338661419,-0.312545425,-1.318030111,0.231065937,0.221660364,0.229233087,-1.109076095,-0.255159893,-1.088111823
1941,worbs17s,0.265513075,1.25406525,0.332647342,w,or,worbs,s,-1.326091193,-0.297577913,-1.30617653,0.226390474,0.191095845,0.235873558,-1.100672383,-0.245835611,-1.072887867
1940,worbs17s,0.285424715,1.284236352,0.364614327,w,or,worbs,s,-1.25377698,-0.211472554,-1.319081146,0.250164263,0.346510276,0.232925172,-1.008915122,-0.144026959,-1.089217961
1939,worbs17s,0.252239747,1.248847067,0.314092931,w,or,worbs,s,-1.377375267,-0.358642445,-1.268907326,0.222220779,0.163837641,0.222727202,-1.158066378,-0.309516732,-1.048343781
1938,worbs17s,0.308643086,1.216279444,0.376043729,w,or,worbs,s,-1.175569731,-0.118350291,-1.21864755,0.195796563,-0.008903211,0.204121155,-0.978049842,-0.109780595,-1.013390874
1937,worbs17s,0.331874746,1.214516581,0.40492379,w,or,worbs,s,-1.102997652,-0.031937888,-1.250862349,0.194346122,-0.018385061,0.206675393,-0.904056402,-0.027681671,-1.042841002
1936,worbs17s,0.229003117,1.258453385,0.287533253,w,or,worbs,s,-1.474019664,-0.473718033,-1.318146209,0.229883495,0.21393048,0.214062603,-1.246416763,-0.407545308,-1.103183227
1935,worbs17s,0.252228133,1.243535078,0.313775814,w,or,worbs,s,-1.377421311,-0.358697271,-1.372309892,0.217958193,0.135972187,0.225338042,-1.159076516,-0.310637524,-1.146380495
1934,worbs17s,0.282101399,1.256301941,0.355706899,w,or,worbs,s,-1.265488702,-0.225417835,-1.310729177,0.228172438,0.20274493,0.22627621,-1.033648205,-0.171469384,-1.083813959
1933,worbs17s,0.275469733,1.262000295,0.346900544,w,or,worbs,s,-1.289277518,-0.253743451,-1.229382337,0.232697998,0.232329499,0.221447671,-1.058717157,-0.199284472,-1.009138736
1932,worbs17s,0.321942993,1.225651548,0.392565905,w,or,worbs,s,-1.133380789,-0.068115436,-1.211329154,0.203472579,0.041276573,0.218085288,-0.935050845,-0.062071347,-0.996884001
1929,worbs17s,0.305374962,1.163579544,0.356133596,w,or,worbs,s,-1.186214874,-0.131025584,-1.202789388,0.151501068,-0.298472505,0.146141553,-1.032449349,-0.170139202,-1.055554875
1928,worbs17s,0.295418022,1.151173709,0.340050752,w,or,worbs,s,-1.219363902,-0.17049651,-1.179621919,0.140782038,-0.368545131,0.146995513,-1.078660402,-0.221412365,-1.029675569
1927,worbs17s,0.321973195,1.160328822,0.376093703,w,or,worbs,s,-1.133286982,-0.068003739,-1.256734457,0.148703432,-0.316761256,0.146324024,-0.977916957,-0.109633153,-1.111032515
1926,worbs17s,0.24230634,1.16123791,0.279006504,w,or,worbs,s,-1.417552486,-0.406481918,-1.234987948,0.1494866,-0.311641518,0.147455566,-1.276520186,-0.440946358,-1.089071483
1925,worbs17s,0.31533353,1.155088154,0.363208835,w,or,worbs,s,-1.154124375,-0.09281506,-1.178247339,0.144176665,-0.346353719,0.161594725,-1.012777307,-0.14831222,-1.020059073
1924,worbs17s,0.381721056,1.210605818,0.462605923,w,or,worbs,s,-0.963065157,0.134681331,-1.20683938,0.19112091,-0.03946897,0.186448883,-0.770879726,0.120083615,-1.021622627
1923,worbs17s,0.222388682,1.251132415,0.277700843,w,or,worbs,s,-1.503328608,-0.508616527,-1.313430533,0.224049073,0.175789596,0.221456308,-1.281210849,-0.446150852,-1.092207641
1922,worbs17s,0.229031018,1.282997247,0.293895109,w,or,worbs,s,-1.473897835,-0.473572969,-1.384223851,0.24919894,0.340199748,0.238311592,-1.224532347,-0.383263602,-1.146236383
1921,worbs17s,0.308681552,1.273395254,0.393385216,w,or,worbs,s,-1.17544511,-0.118201902,-1.26434421,0.241686762,0.291091003,0.24596455,-0.932965954,-0.05975807,-1.016929224
1920,worbs17s,0.318641164,1.280189289,0.409307173,w,or,worbs,s,-1.143689687,-0.080390358,-1.236536651,0.247007949,0.325876764,0.24738558,-0.893289371,-0.015735184,-0.988499005
1919,worbs17s,0.248956983,1.288478456,0.320061636,w,or,worbs,s,-1.390475156,-0.374240634,-1.366346578,0.253462031,0.368068501,0.25105558,-1.139241689,-0.288629925,-1.114692227
1918,worbs17s,0.209114174,1.287492797,0.269403339,w,or,worbs,s,-1.564874889,-0.581900386,-1.283727231,0.252696759,0.363065753,0.252860881,-1.311545621,-0.479808594,-1.03099599
1917,worbs17s,0.408267922,1.287141482,0.526133309,w,or,worbs,s,-0.895831649,0.214737037,-1.027042573,0.252423854,0.361281715,0.251914355,-0.642200659,0.262858608,-0.773919479
1916,worbs17s,0.537717913,1.284824911,0.692108768,w,or,worbs,s,-0.620421182,0.542671424,-0.85996492,0.250622453,0.349505563,0.251366527,-0.368012157,0.567082618,-0.60786353
1915,worbs17s,0.345196337,1.285378559,0.443357971,w,or,worbs,s,-1.063641931,0.014923418,-0.870981286,0.251053273,0.35232193,0.244775549,-0.813377774,0.072930191,-0.625636266
1914,worbs17s,0.394995564,1.261940886,0.498815562,w,or,worbs,s,-0.928880745,0.175385102,-1.018714804,0.232650922,0.232021751,0.224791738,-0.695518867,0.203699749,-0.793850936
1913,worbs17s,0.345203308,1.210061299,0.41784022,w,or,worbs,s,-1.063621737,0.014947464,-0.996944484,0.190671019,-0.04241001,0.205049879,-0.872656168,0.007158247,-0.792711043
1912,worbs17s,0.368493955,1.21146176,0.444876709,w,or,worbs,s,-0.998330972,0.092689923,-1.068489843,0.191827697,-0.034848555,0.204675532,-0.809958094,0.076724475,-0.864848977
1911,worbs17s,0.318696251,1.260524469,0.401747029,w,or,worbs,s,-1.143516821,-0.080184525,-1.017975853,0.23152788,0.224680181,0.220986778,-0.91193267,-0.036420731,-0.798864574
1910,worbs17s,0.401687938,1.2707468,0.509307684,w,or,worbs,s,-0.912079765,0.195390219,-1.020991803,0.239604759,0.277480501,0.226292518,-0.674702958,0.226795901,-0.795712172
1909,worbs17s,0.365174915,1.230899147,0.449103957,w,or,worbs,s,-1.007378821,0.081916546,-0.815179212,0.207744916,0.069205773,0.21920503,-0.800500888,0.087217654,-0.594682825
1908,worbs17s,0.590917391,1.23400554,0.73429485,w,or,worbs,s,-0.52607905,0.655005677,-0.944868752,0.210265415,0.085682822,0.212637416,-0.308844628,0.632731551,-0.728967676
1907,worbs17s,0.272219001,1.245954516,0.340425997,w,or,worbs,s,-1.301148386,-0.267878228,-0.891760579,0.219901916,0.148678725,0.226229722,-1.077557513,-0.220188662,-0.66106448
1906,worbs17s,0.428247362,1.282128818,0.550575437,w,or,worbs,s,-0.848054302,0.27162607,-1.077365642,0.248521836,0.335773369,0.229688316,-0.596791299,0.313242259,-0.845801681
1905,worbs17s,0.338614076,1.246875968,0.421870775,w,or,worbs,s,-1.082894239,-0.008000524,-0.916154279,0.220641197,0.153511571,0.247103335,-0.863056232,0.017809792,-0.664777777
1904,worbs17s,0.441527799,1.312779931,0.585970519,w,or,worbs,s,-0.817514296,0.307990403,-1.165797546,0.272146974,0.490216038,0.244528796,-0.5344858,0.382372907,-0.91820329
1903,worbs17s,0.202506336,1.27226429,0.257414452,w,or,worbs,s,-1.596984104,-0.620133195,-1.146746051,0.240798218,0.285282404,0.248945618,-1.357067839,-0.530317466,-0.895307319
1902,worbs17s,0.358531143,1.263507598,0.451866581,w,or,worbs,s,-1.025739752,0.060053975,-1.342175545,0.233891661,0.240132737,0.246856214,-0.794368318,0.094022006,-1.096083386
1901,worbs17s,0.245660991,1.304576886,0.32083959,w,or,worbs,s,-1.403802779,-0.390109986,-1.382807833,0.265878763,0.449239381,0.247784075,-1.136814,-0.285936299,-1.13549605
1900,worbs17s,0.179266641,1.275810676,0.22870877,w,or,worbs,s,-1.718880967,-0.765277181,-1.411809636,0.243581801,0.303479288,0.260127853,-1.475305832,-0.661507635,-1.151235363
1899,worbs17s,0.328655509,1.311174098,0.431026262,w,or,worbs,s,-1.112745162,-0.043544359,-1.435126154,0.270922994,0.482214616,0.246581555,-0.841586258,0.041631657,-1.189022026
1898,worbs17s,0.229064345,1.252623147,0.286454953,w,or,worbs,s,-1.473752332,-0.473399718,-1.064831146,0.22523987,0.183574095,0.246953049,-1.250173987,-0.411714111,-0.820761198
1897,worbs17s,0.544440866,1.277233336,0.69037293,w,or,worbs,s,-0.607995945,0.557466295,-1.12359262,0.244696282,0.310764896,0.247419424,-0.370523349,0.564296341,-0.878666475
1896,worbs17s,0.27553804,1.313009879,0.362292969,w,or,worbs,s,-1.289029584,-0.253448232,-1.003256897,0.272322119,0.491361004,0.262731189,-1.015302088,-0.151113574,-0.743613068
1895,worbs17s,0.328655509,1.311504779,0.429551445,w,or,worbs,s,-1.112745162,-0.043544359,-1.268527761,0.271175164,0.483863109,0.278881579,-0.845013766,0.037828689,-0.990594493
1894,worbs17s,0.245659576,1.340640459,0.329075647,w,or,worbs,s,-1.403808539,-0.390116844,-1.393787933,0.293147454,0.627500751,0.283480402,-1.111467625,-0.257813398,-1.11153566
1893,worbs17s,0.189226589,1.331250314,0.252050557,w,or,worbs,s,-1.664810098,-0.70089438,-1.305694686,0.286118586,0.581551512,0.28457215,-1.378125589,-0.55368195,-1.019472214
1892,worbs17s,0.428071338,1.315807321,0.566191211,w,or,worbs,s,-0.84846542,0.271136547,-1.288316966,0.27445041,0.505274101,0.275634165,-0.568823429,0.34427382,-1.011211279
1891,worbs17s,0.258806298,1.305170258,0.337332962,w,or,worbs,s,-1.351675381,-0.328041298,-1.063386996,0.266333498,0.452212084,0.27194499,-1.086684819,-0.230315803,-0.789405069
1890,worbs17s,0.37156919,1.316597901,0.490315136,w,or,worbs,s,-0.990020187,0.102585669,-1.267216185,0.275051062,0.509200695,0.269147499,-0.71270696,0.184628816,-0.998802495
1889,worbs17s,0.232247193,1.304810655,0.302094406,w,or,worbs,s,-1.459952987,-0.45696868,-1.102052751,0.266057938,0.45041069,0.273619363,-1.197015708,-0.352732699,-0.828123513
1888,worbs17s,0.424779496,1.322797868,0.562903048,w,or,worbs,s,-0.856185078,0.261944662,-1.283408134,0.27974909,0.53991273,0.286956303,-0.574647872,0.337811349,-0.996797117
1887,worbs17s,0.215652635,1.370344105,0.295606006,w,or,worbs,s,-1.534086337,-0.545240106,-1.126722309,0.31506188,0.77076012,0.302027066,-1.218727772,-0.376823174,-0.823411126
1886,worbs17s,0.371615518,1.365158073,0.508211421,w,or,worbs,s,-0.989895513,0.10273412,-1.040121513,0.311270226,0.745973256,0.303970373,-0.676857735,0.224405083,-0.734156535
1885,worbs17s,0.550800454,1.330532201,0.735735869,w,or,worbs,s,-0.596382688,0.571294333,-0.987966515,0.285579013,0.578024205,0.286726582,-0.306884098,0.634906844,-0.69949297
1884,worbs17s,0.252177684,1.301256723,0.328001507,w,or,worbs,s,-1.377621345,-0.358935453,-1.060859704,0.263330508,0.432580881,0.271624963,-1.114737076,-0.261440996,-0.787883651
1883,worbs17s,0.29862249,1.304689876,0.389835751,w,or,worbs,s,-1.208575079,-0.157650135,-1.115241451,0.26596537,0.449805548,0.266589922,-0.94202978,-0.069814777,-0.848099296
1882,worbs17s,0.467887251,1.310585376,0.614140818,w,or,worbs,s,-0.759527929,0.377035432,-1.119697202,0.270473889,0.479278722,0.277859036,-0.487531032,0.434471253,-0.840503313
1881,worbs17s,0.248829191,1.34600083,0.335561803,w,or,worbs,s,-1.390988598,-0.374851994,-0.846816038,0.297137848,0.653586822,0.26471192,-1.091949128,-0.236156782,-0.580763269
1880,worbs17s,0.677103195,1.254232738,0.849752927,w,or,worbs,s,-0.389931588,0.817118014,-0.703098693,0.226524021,0.191968872,0.245905065,-0.162809646,0.794763684,-0.456118037
1879,worbs17s,0.720092292,1.238688707,0.892619092,w,or,worbs,s,-0.328375892,0.890413084,-0.355114532,0.214053326,0.11044522,0.213087474,-0.113595338,0.849369089,-0.141471427
1878,worbs17s,0.706779802,1.21979776,0.862423097,w,or,worbs,s,-0.347036116,0.868194143,-0.652397322,0.198685075,0.009979617,0.224502605,-0.148009297,0.811185312,-0.429571963
1877,worbs17s,0.277542846,1.297928349,0.358039754,w,or,worbs,s,-1.281779958,-0.24481602,-0.774725332,0.260769416,0.415838466,0.235181192,-1.027111254,-0.164216355,-0.5436343
1876,worbs17s,0.498894852,1.279013512,0.633951803,w,or,worbs,s,-0.695359923,0.453441009,-1.128670879,0.246089087,0.319869963,0.24879303,-0.455782348,0.469697792,-0.884557276
1875,worbs17s,0.244418647,1.270639843,0.3101255,w,or,worbs,s,-1.408872758,-0.396146867,-0.887799874,0.239520587,0.276930249,0.254545475,-1.170778225,-0.323621076,-0.635044391
1874,worbs17s,0.571685112,1.32052152,0.756863318,w,or,worbs,s,-0.559166943,0.615607545,-0.69433375,0.278026749,0.528653413,0.247894278,-0.278572599,0.666319677,-0.447603122
1873,worbs17s,0.891400419,1.253745534,1.112424045,w,or,worbs,s,-0.114961548,1.144527979,-0.375452545,0.226135498,0.18942901,0.258225719,0.106541459,1.093620391,-0.118648749
1872,worbs17s,0.63620837,1.310639139,0.832006433,w,or,worbs,s,-0.452229144,0.742939604,-0.322862116,0.270514911,0.479546887,0.258974375,-0.183915106,0.771346263,-0.066562537
1871,worbs17s,0.669385162,1.3234907,0.884870507,w,or,worbs,s,-0.401395657,0.803467617,-0.656068409,0.280272716,0.543335784,0.273516408,-0.122313964,0.839695395,-0.383302266
1870,worbs17s,0.328052892,1.309652188,0.430125726,w,or,worbs,s,-1.114580428,-0.045729631,-0.897674905,0.269761597,0.47462231,0.264032865,-0.843677727,0.039311082,-0.634478272
1869,worbs17s,0.308186971,1.273876077,0.3916279,w,or,worbs,s,-1.177048631,-0.120111234,-1.094304311,0.242064282,0.293558934,0.247450518,-0.937443125,-0.064725685,-0.846445273
1868,worbs17s,0.37109994,1.259261799,0.468501973,w,or,worbs,s,-0.991283873,0.101080985,-0.893221348,0.230525675,0.218128555,0.220081212,-0.758214966,0.134135714,-0.673008784
1867,worbs17s,0.599696527,1.206415637,0.723707292,w,or,worbs,s,-0.51133154,0.672565705,-0.886189402,0.18765368,-0.06213501,0.198862466,-0.323368261,0.616616952,-0.685623998
1866,worbs17s,0.314757495,1.195312961,0.377083449,w,or,worbs,s,-1.155952794,-0.094992179,-0.807096673,0.178408043,-0.12257575,0.186719904,-0.975288766,-0.106717061,-0.619585022
1865,worbs17s,0.470478185,1.214215256,0.571153066,w,or,worbs,s,-0.754005687,0.383610829,-0.930491512,0.194097988,-0.020007164,0.205738562,-0.560098039,0.353955019,-0.725110613
1864,worbs17s,0.414154554,1.277250415,0.527321408,w,or,worbs,s,-0.881516056,0.231782777,-0.903541423,0.244709654,0.31085231,0.223046435,-0.639945034,0.265361322,-0.681643647
1863,worbs17s,0.341262765,1.25901751,0.429605528,w,or,worbs,s,-1.075102527,0.001277157,-1.099000471,0.230331663,0.216860252,0.221452823,-0.844887868,0.037968378,-0.876396771
1862,worbs17s,0.261745445,1.208424145,0.318428471,w,or,worbs,s,-1.340382831,-0.31459513,-0.898656145,0.189317151,-0.051260536,0.203030422,-1.14435741,-0.294306039,-0.69306982
1861,worbs17s,0.755418729,1.208575569,0.91396392,w,or,worbs,s,-0.280483076,0.947439607,-0.620836272,0.18944245,-0.050441428,0.231195308,-0.089964183,0.875588878,-0.388371021
1860,worbs17s,0.785336563,1.370021349,1.071659658,w,or,worbs,s,-0.24164291,0.993687035,-0.426083996,0.314826323,0.769220233,0.264865285,0.069208529,1.05219789,-0.162701904
