Year,coreID,linext,density,calc,region,rz,site,spp,linext.log,linext.anom,linext.roll,density.log,density.anom,density.roll,calc.log,calc.anom,calc.roll
2001,worbn14s,0.860463489,1.281869003,1.101039832,w,or,worbn,s,-0.150284094,0.496326782,-0.313847165,0.248319172,-0.306962956,0.264839083,0.096255035,0.472767652,-0.052500426
2000,worbn14s,0.780365495,1.297362576,1.013079677,w,or,worbn,s,-0.247992886,0.350166612,-0.262957924,0.260333416,-0.179350253,0.253816572,0.012994877,0.341976863,-0.007269689
1999,worbn14s,0.676652932,1.287622028,0.87716604,w,or,worbn,s,-0.390596793,0.136848945,-0.273987624,0.252797128,-0.259399071,0.260503056,-0.131058977,0.115687151,-0.010217185
1998,worbn14s,0.83245743,1.307842225,1.091346818,w,or,worbn,s,-0.183373194,0.446829615,-0.260039665,0.268378623,-0.093895811,0.261709399,0.087412546,0.458877262,0.005670217
1997,worbn14s,0.813711818,1.302066277,1.06253449,w,or,worbn,s,-0.206149008,0.412759837,-0.291012325,0.263952446,-0.140909695,0.248544657,0.060657082,0.416847937,-0.039175158
1996,worbn14s,0.616612325,1.237759514,0.76674952,w,or,worbn,s,-0.483514775,-0.002144771,-0.226322708,0.213302902,-0.67889819,0.244926663,-0.265595102,-0.095651456,0.022225953
1995,worbn14s,1.010753062,1.293723687,1.312082905,w,or,worbn,s,0.010695659,0.737132423,-0.350078378,0.257524639,-0.209184472,0.24603074,0.271615878,0.748236538,-0.102031106
1994,worbn14s,0.561347005,1.306386172,0.731898019,w,or,worbn,s,-0.577416017,-0.142609323,-0.46652567,0.267264678,-0.105727892,0.2710457,-0.312114093,-0.16872669,-0.194468104
1993,worbn14s,0.434805423,1.334221241,0.581057187,w,or,worbn,s,-0.832856651,-0.524716665,-0.667190236,0.288347782,0.11821227,0.296648459,-0.542906098,-0.531270661,-0.371119505
1992,worbn14s,0.553608213,1.397008153,0.772333888,w,or,worbn,s,-0.591298039,-0.163375097,-0.664411614,0.334332916,0.606656413,0.29008801,-0.258338325,-0.084252011,-0.375816033
1991,worbn14s,0.566045875,1.2809261,0.721658188,w,or,worbn,s,-0.569080153,-0.130139909,-0.504091088,0.247583332,-0.314778885,0.278508164,-0.326203676,-0.190859577,-0.228304244
1990,worbn14s,0.703353919,1.288666863,0.90450203,w,or,worbn,s,-0.351895073,0.194741894,-0.427107755,0.253608244,-0.250783569,0.246635322,-0.10037073,0.163894363,-0.183216623
1989,worbn14s,0.69743355,1.269615869,0.884196936,w,or,worbn,s,-0.360348039,0.182097311,-0.380306792,0.238714389,-0.408982872,0.247934438,-0.123075463,0.128228205,-0.134857536
1988,worbn14s,0.651370116,1.285928056,0.834329879,w,or,worbn,s,-0.428677264,0.079885309,-0.325593743,0.25148068,-0.273382095,0.237757724,-0.181126416,0.037037771,-0.089504456
1987,worbn14s,0.828816975,1.249918191,1.036332991,w,or,worbn,s,-0.187755926,0.440273593,-0.376476657,0.223078102,-0.575068131,0.215633157,0.035688512,0.377625588,-0.161280072
1986,worbn14s,0.598698719,1.188082532,0.712908418,w,or,worbn,s,-0.512996781,-0.046246176,-0.315818165,0.17234069,-1.113989933,0.207313813,-0.338402313,-0.210022035,-0.108113484
1985,worbn14s,0.781373673,1.254231014,0.978605527,w,or,worbn,s,-0.246701789,0.352097931,-0.403223,0.226522647,-0.53848092,0.208916229,-0.021626652,0.287590981,-0.194147724
1984,worbn14s,0.637647006,1.255941325,0.800583689,w,or,worbn,s,-0.449970431,0.048033385,-0.306890744,0.227885351,-0.52400657,0.233623881,-0.222414206,-0.027819932,-0.073879085
1983,worbn14s,0.799315124,1.279492668,1.022656448,w,or,worbn,s,-0.224000013,0.386056958,-0.326547083,0.246463646,-0.326671944,0.266360722,0.022403603,0.356756737,-0.061631942
1982,worbn14s,0.736629074,1.383661394,1.015229582,w,or,worbn,s,-0.305670805,0.263887635,-0.224310782,0.32473317,0.504689984,0.303685496,0.015114776,0.345306947,0.078294854
1981,worbn14s,0.866527418,1.404750451,1.21819004,w,or,worbn,s,-0.143261528,0.506831665,-0.136514038,0.339859672,0.665360415,0.323312247,0.197366183,0.631600005,0.187594949
1980,worbn14s,1.040176301,1.357091627,1.41949885,w,or,worbn,s,0.039390219,0.780055907,0.053406171,0.3053439,0.298741363,0.305953642,0.350303887,0.871845079,0.362436913
1979,worbn14s,1.30224516,1.31345012,1.715390356,w,or,worbn,s,0.264089821,1.116178498,0.15174002,0.272657355,-0.048448047,0.289000627,0.539640668,1.169268329,0.444972277
2014,worbn15s,0.604488484,1.440704446,0.874150283,w,or,worbn,s,-0.50337266,0.12137743,NA,0.365132193,0.56335123,NA,-0.13450297,0.374848327,NA
2013,worbn15s,0.639482731,1.400322748,0.891022332,w,or,worbn,s,-0.447095662,0.264995383,-0.515858338,0.336702744,0.3314282,0.32576132,-0.115385788,0.434114043,-0.19033083
2012,worbn15s,0.550401817,1.31712196,0.725348005,w,or,worbn,s,-0.597106691,-0.117830246,-0.477769588,0.275449023,-0.168270159,0.288153194,-0.321103732,-0.20363798,-0.191435836
2011,worbn15s,0.677662156,1.286992131,0.871257256,w,or,worbn,s,-0.38910641,0.412982981,-0.505419249,0.252307814,-0.357052549,0.257186804,-0.137817989,0.364571343,-0.248341512
2010,worbn15s,0.588578691,1.276093649,0.75118538,w,or,worbn,s,-0.530044647,0.053310966,-0.481267653,0.243803575,-0.426428816,0.25638487,-0.286102813,-0.09513064,-0.225297223
2009,worbn15s,0.591761319,1.313957032,0.777267383,w,or,worbn,s,-0.524651903,0.067073158,-0.50059566,0.273043219,-0.187896331,0.262872309,-0.251970866,0.010682778,-0.237999251
2008,worbn15s,0.639486077,1.312285315,0.838681659,w,or,worbn,s,-0.44709043,0.265008735,-0.497010853,0.271770133,-0.198281975,0.262625373,-0.175924074,0.24643759,-0.234136565
2007,worbn15s,0.594942672,1.275148659,0.75994079,w,or,worbn,s,-0.519290228,0.080756063,-0.46135348,0.243062767,-0.43247221,0.251993512,-0.274514757,-0.059206177,-0.209038799
2006,worbn15s,0.658573081,1.272708919,0.838049957,w,or,worbn,s,-0.417679783,0.340064213,-0.431247469,0.241147636,-0.448095554,0.22484042,-0.176677566,0.244101668,-0.205932879
2005,worbn15s,0.699931787,1.209625561,0.846532814,w,or,worbn,s,-0.356772396,0.495498843,-0.448981409,0.190310858,-0.862814103,0.216148667,-0.166606314,0.275323841,-0.233248939
2004,worbn15s,0.564117877,1.242328581,0.700148421,w,or,worbn,s,-0.572492048,-0.055014089,-0.450089145,0.216987506,-0.645190142,0.213220297,-0.356462936,-0.313256049,-0.236914382
2003,worbn15s,0.656388138,1.261577,0.828884966,w,or,worbn,s,-0.421002991,0.331583441,-0.4858041,0.232362526,-0.51976312,0.229206696,-0.187673896,0.210011634,-0.260346973
2002,worbn15s,0.62881558,1.269051862,0.789066967,w,or,worbn,s,-0.463917261,0.222066945,-0.443980508,0.238270056,-0.471570402,0.239138274,-0.236904086,0.057391728,-0.20983731
2001,worbn15s,0.639530304,1.279900372,0.814701126,w,or,worbn,s,-0.447021272,0.265185225,-0.417078914,0.246782241,-0.402129323,0.251235781,-0.20493395,0.156503253,-0.168808954
2000,worbn15s,0.711558097,1.308203794,0.937452839,w,or,worbn,s,-0.340298211,0.537540688,-0.476844902,0.268655047,-0.223694363,0.251850145,-0.064588827,0.591591138,-0.225653665
1999,worbn15s,0.525599784,1.271392998,0.665352556,w,or,worbn,s,-0.643215223,-0.235498445,-0.384319069,0.240113148,-0.456534744,0.239883519,-0.407438219,-0.471285967,-0.144166922
1998,worbn15s,0.844134216,1.234767092,1.04031784,w,or,worbn,s,-0.169443773,0.973558345,-0.374926297,0.210882363,-0.694994957,0.228653148,0.039526282,0.914361336,-0.148018355
1997,worbn15s,0.731893773,1.264863147,0.926683562,w,or,worbn,s,-0.312119894,0.609451278,-0.495887771,0.234963932,-0.49854125,0.267649763,-0.076143129,0.555771322,-0.228508689
1996,worbn15s,0.365642337,1.429183058,0.522615525,w,or,worbn,s,-1.006099645,-1.161573402,-0.690672676,0.357102993,0.497850264,0.315722351,-0.648909219,-1.219877048,-0.374358922
1995,worbn15s,0.470575677,1.426323463,0.671645627,w,or,worbn,s,-0.753798489,-0.517705086,-0.811917517,0.355100129,0.481511208,0.338765931,-0.398024418,-0.442101975,-0.472451125
1994,worbn15s,0.508721574,1.355397369,0.690444465,w,or,worbn,s,-0.675854418,-0.318793124,-0.687553246,0.304094673,0.065416608,0.321132353,-0.370419737,-0.35652392,-0.364809583
1993,worbn15s,0.530992792,1.355543198,0.721816307,w,or,worbn,s,-0.633006832,-0.209446804,-0.524115994,0.304202258,0.066294275,0.281223273,-0.325984595,-0.21876928,-0.242025813
1992,worbn15s,0.768367817,1.265380528,0.970762816,w,or,worbn,s,-0.263486732,0.733562292,-0.471213725,0.23537289,-0.495205039,0.259841947,-0.029673108,0.699834348,-0.210713577
1991,worbn15s,0.596218773,1.27118647,0.758446491,w,or,worbn,s,-0.51714761,0.086223986,-0.401975697,0.239950693,-0.457860031,0.248145237,-0.276483028,-0.065308072,-0.1538878
1990,worbn15s,0.653578423,1.308801888,0.85598086,w,or,worbn,s,-0.425292749,0.320636053,-0.435389268,0.269112129,-0.219965553,0.264189299,-0.155507263,0.309732323,-0.172059119
1989,worbn15s,0.695080617,1.327775617,0.919259277,w,or,worbn,s,-0.363727444,0.477749676,-0.385798053,0.283505074,-0.102550146,0.294514132,-0.084187067,0.530834081,-0.092572841
1988,worbn15s,0.691858402,1.392255638,0.96268965,w,or,worbn,s,-0.368373966,0.465891831,-0.448184062,0.330925193,0.284295833,0.319409451,-0.038024193,0.673944913,-0.130275782
1987,worbn15s,0.542020869,1.410293849,0.764436678,w,or,worbn,s,-0.612450775,-0.15698809,-0.440641484,0.343798086,0.389310899,0.346175961,-0.268616085,-0.040919538,-0.095097666
1986,worbn15s,0.71098801,1.438793052,1.021576763,w,or,worbn,s,-0.341099713,0.535495267,-0.550651827,0.363804604,0.552520966,0.359640171,0.02134728,0.858004097,-0.192695356
1985,worbn15s,0.497377993,1.44964373,0.718336424,w,or,worbn,s,-0.698404993,-0.376341812,-0.620178626,0.371317823,0.613812642,0.373679759,-0.330817263,-0.233751169,-0.247479811
1984,worbn15s,0.439977727,1.470962357,0.648580305,w,or,worbn,s,-0.821031174,-0.689281769,-0.777738868,0.385916851,0.732909251,0.370490749,-0.432969451,-0.55043606,-0.408271933
1983,worbn15s,0.443179483,1.425093709,0.630634335,w,or,worbn,s,-0.813780437,-0.670778012,-0.784211559,0.354237572,0.474474607,0.365936321,-0.461029085,-0.637424527,-0.418428641
1982,worbn15s,0.487813038,1.429971538,0.696778724,w,or,worbn,s,-0.717823065,-0.425896408,-0.806684236,0.357654541,0.502349704,0.349267896,-0.361287388,-0.328212467,-0.458188003
1981,worbn15s,0.41129309,1.399215292,0.575654551,w,or,worbn,s,-0.888449204,-0.861331452,-0.821400436,0.335911574,0.324973953,0.360388091,-0.552247536,-0.920213428,-0.461523137
1980,worbn15s,0.424039343,1.473437575,0.624356045,w,or,worbn,s,-0.857929038,-0.783444499,-0.819226699,0.387598157,0.746625084,0.377985914,-0.471034488,-0.66844256,-0.441531448
1979,worbn15s,0.491004564,1.507493008,0.739846668,w,or,worbn,s,-0.711301856,-0.409254391,-0.794344576,0.410448011,0.933030652,0.393683746,-0.30131232,-0.142282061,-0.400787695
1978,worbn15s,0.443169557,1.466685466,0.650498506,w,or,worbn,s,-0.813802835,-0.67083517,-0.762552345,0.38300507,0.709155391,0.396726541,-0.430016278,-0.541280844,-0.365664299
2014,worbn16s,0.616,1.312,0.803,w,or,worbn,s,-0.484508315,1.169327059,NA,0.271552691,-0.435613243,NA,-0.219400565,1.121306072,NA
2013,worbn16s,0.374,1.401,0.524,w,or,worbn,s,-0.983499482,0.16083942,-0.780892285,0.337186267,0.397703511,0.305897722,-0.646263595,0.232864718,-0.47709934
2012,worbn16s,0.417,1.362,0.568,w,or,worbn,s,-0.874669057,0.380791486,-1.024063893,0.308954208,0.039255146,0.321046201,-0.56563386,0.400681524,-0.703613183
2011,worbn16s,0.297,1.373,0.407,w,or,worbn,s,-1.21402314,-0.305061133,-0.985397588,0.316998127,0.14138477,0.31090049,-0.898942094,-0.293041749,-0.674980674
2010,worbn16s,0.42,1.359,0.571,w,or,worbn,s,-0.867500568,0.395279383,-1.091848727,0.306749135,0.011258441,0.32173568,-0.560366069,0.411645517,-0.770093143
2009,worbn16s,0.303,1.407,0.427,w,or,worbn,s,-1.194022473,-0.264638724,-1.098651684,0.341459778,0.451962144,0.322220881,-0.850971266,-0.193198792,-0.776710399
2008,worbn16s,0.291,1.375,0.399,w,or,worbn,s,-1.234432012,-0.346308546,-1.196668858,0.318453731,0.159865852,0.337560276,-0.918793862,-0.334359762,-0.860565281
2007,worbn16s,0.313,1.423,0.444,w,or,worbn,s,-1.161552088,-0.199014352,-1.123831397,0.352767319,0.595528345,0.328433866,-0.811930717,-0.111942661,-0.798104319
2006,worbn16s,0.377,1.369,0.515,w,or,worbn,s,-0.975510092,0.176986401,-1.113678328,0.314080546,0.104341708,0.337756811,-0.663588378,0.196806186,-0.777846973
2005,worbn16s,0.3,1.414,0.424,w,or,worbn,s,-1.203972804,-0.28474887,-1.051664329,0.346422567,0.514972202,0.33327614,-0.858021824,-0.207873306,-0.721354756
2004,worbn16s,0.377,1.404,0.526,w,or,worbn,s,-0.975510092,0.176986401,-1.134552803,0.339325306,0.424861812,0.353813608,-0.642454066,0.24079359,-0.783035991
2003,worbn16s,0.294,1.456,0.428,w,or,worbn,s,-1.224175512,-0.325579615,-1.186121599,0.37569295,0.886603631,0.361503568,-0.848632083,-0.18833019,-0.827546455
2002,worbn16s,0.257,1.447,0.371,w,or,worbn,s,-1.358679194,-0.597418698,-1.252422903,0.369492448,0.807878951,0.385544192,-0.991553216,-0.485795738,-0.866490761
2001,worbn16s,0.309,1.509,0.468,w,or,worbn,s,-1.174414002,-0.225008962,-1.195258851,0.41144718,1.340557237,0.388053042,-0.759286983,-0.002373861,-0.806756951
2000,worbn16s,0.349,1.467,0.512,w,or,worbn,s,-1.052683357,0.021015135,-1.167880285,0.383219499,0.982164471,0.384113708,-0.669430654,0.184646502,-0.783340304
1999,worbn16s,0.279,1.43,0.398,w,or,worbn,s,-1.276543497,-0.431418094,-1.112361593,0.357674444,0.657831663,0.355531361,-0.921303274,-0.339582667,-0.758637646
1998,worbn16s,0.365,1.385,0.504,w,or,worbn,s,-1.007857925,0.111609712,-1.102944771,0.32570014,0.251869882,0.334427268,-0.685179011,0.151869029,-0.771919616
1997,worbn16s,0.359,1.377,0.492,w,or,worbn,s,-1.02443289,0.078110827,-1.042968367,0.31990722,0.178320071,0.312261107,-0.709276562,0.101714155,-0.733217419
1996,worbn16s,0.334,1.338,0.447,w,or,worbn,s,-1.096614286,-0.067771605,-1.184112968,0.291175962,-0.186466367,0.300004824,-0.805196684,-0.097926941,-0.885679141
1995,worbn16s,0.239,1.335,0.319,w,or,worbn,s,-1.431291727,-0.744172482,-1.180419486,0.288931292,-0.214965819,0.285154559,-1.142564176,-0.800098857,-0.895999883
1994,worbn16s,0.363,1.317,0.477,w,or,worbn,s,-1.013352445,0.100504997,-1.139168418,0.275356423,-0.387319154,0.290590805,-0.740238788,0.037271653,-0.849444993
1993,worbn16s,0.378,1.36,0.514,w,or,worbn,s,-0.972861083,0.182340188,-1.074695961,0.3074847,0.020597537,0.284797938,-0.665532014,0.192760846,-0.790242235
1992,worbn16s,0.29,1.312,0.381,w,or,worbn,s,-1.237874356,-0.353265706,-1.109510182,0.271552691,-0.435613243,0.271633238,-0.964955904,-0.430438045,-0.836654892
1991,worbn16s,0.327,1.266,0.415,w,or,worbn,s,-1.117795108,-0.110579171,-1.054368597,0.235862324,-0.88875601,0.247495712,-0.879476759,-0.252528031,-0.806302771
1990,worbn16s,0.446,1.265,0.563,w,or,worbn,s,-0.807436327,0.516672403,-1.124467067,0.235072122,-0.898788804,0.241858888,-0.574475651,0.382278871,-0.882658294
1989,worbn16s,0.235,1.29,0.303,w,or,worbn,s,-1.448169765,-0.778283892,-0.999314506,0.254642218,-0.650317064,0.253501515,-1.194022473,-0.907200377,-0.746167251
1988,worbn16s,0.476,1.311,0.625,w,or,worbn,s,-0.742337425,0.64824074,-1.146260084,0.270790205,-0.445294144,0.274932,-0.470003629,0.599719263,-0.871118896
1987,worbn16s,0.287,1.349,0.387,w,or,worbn,s,-1.248273063,-0.374282046,-0.90888839,0.299363577,-0.082512301,0.277762327,-0.949330586,-0.397916656,-0.630313042
1986,worbn16s,0.479,1.301,0.624,w,or,worbn,s,-0.736054682,0.660938498,-1.00759537,0.2631332,-0.542511316,0.27495368,-0.471604911,0.596386473,-0.731764244
1985,worbn16s,0.354,1.3,0.461,w,or,worbn,s,-1.038458366,0.049764597,-0.937657138,0.262364264,-0.552274101,0.257452514,-0.774357236,-0.033739978,-0.6792751
1984,worbn16s,0.354,1.28,0.453,w,or,worbn,s,-1.038458366,0.049764597,-0.940452402,0.246860078,-0.749123016,0.259750493,-0.791863153,-0.070175509,-0.682495737
1983,worbn16s,0.475,1.31,0.618,w,or,worbn,s,-0.744440475,0.643990364,-0.928430757,0.270027137,-0.454982431,0.263321045,-0.481266822,0.576276881,-0.6669562
1982,worbn16s,0.367,1.314,0.483,w,or,worbn,s,-1.002393431,0.122653745,-0.88937906,0.27307592,-0.416273558,0.274586838,-0.727738625,0.063288574,-0.618423014
1981,worbn16s,0.398,1.324,0.524,w,or,worbn,s,-0.921303274,0.286541258,-0.856653433,0.280657458,-0.320014562,0.277121705,-0.646263595,0.232864718,-0.581205892
1980,worbn16s,0.524,1.32,0.691,w,or,worbn,s,-0.646263595,0.842411052,-0.948036789,0.277631737,-0.35843063,0.290058652,-0.369615455,0.808659834,-0.661154359
1979,worbn16s,0.279,1.366,0.38,w,or,worbn,s,-1.276543497,-0.431418094,-0.950558869,0.311886761,0.076488313,0.308425398,-0.967584026,-0.435908026,-0.642596691
1978,worbn16s,0.395,1.399,0.554,w,or,worbn,s,-0.928869514,0.271249485,-1.117038969,0.335757696,0.37956565,0.337891832,-0.590590592,0.348738415,-0.778959896
1977,worbn16s,0.318,1.442,0.459,w,or,worbn,s,-1.145703896,-0.166984314,-1.057062565,0.366031039,0.763931172,0.33959562,-0.778705069,-0.042789238,-0.716727252
1976,worbn16s,0.334,1.373,0.458,w,or,worbn,s,-1.096614286,-0.067771605,-1.104114338,0.316998127,0.14138477,0.333342431,-0.780886095,-0.047328666,-0.771537916
1975,worbn16s,0.343,1.373,0.47,w,or,worbn,s,-1.070024832,-0.014032907,-1.036938351,0.316998127,0.14138477,0.309137286,-0.755022584,0.006501746,-0.729304639
1974,worbn16s,0.389,1.341,0.521,w,or,worbn,s,-0.944175935,0.240314395,-1.069407747,0.293415604,-0.158030743,0.298029261,-0.652005237,0.220914485,-0.771948846
1973,worbn16s,0.303,1.328,0.403,w,or,worbn,s,-1.194022473,-0.264638724,-0.978902035,0.283674051,-0.28171438,0.285915704,-0.908818717,-0.313598228,-0.692779522
1972,worbn16s,0.45,1.324,0.596,w,or,worbn,s,-0.798507696,0.53471764,-1.065500991,0.280657458,-0.320014562,0.287651174,-0.517514612,0.500833393,-0.77755791
1971,worbn16s,0.3,1.348,0.404,w,or,worbn,s,-1.203972804,-0.28474887,-0.933662732,0.298622012,-0.091927578,0.29827329,-0.906340401,-0.308440043,-0.634501673
1970,worbn16s,0.45,1.371,0.619,w,or,worbn,s,-0.798507696,0.53471764,-1.115238457,0.315540401,0.122876748,0.300030984,-0.479650006,0.579642002,-0.814806969
1969,worbn16s,0.261,1.331,0.347,w,or,worbn,s,-1.343234872,-0.566204902,-0.962061014,0.285930539,-0.253064874,0.294042799,-1.058430499,-0.624989201,-0.667765206
1968,worbn16s,0.475,1.324,0.628,w,or,worbn,s,-0.744440475,0.643990364,-1.346534523,0.280657458,-0.320014562,0.286916345,-0.465215113,0.60968573,-1.061458939
1967,worbn16s,0.142,1.342,0.19,w,or,worbn,s,-1.951928221,-1.796406478,-1.348184348,0.294161039,-0.148566336,0.287409248,-1.660731207,-1.878573653,-1.06297316
2014,worbs17s,0.398750406,1.213595083,0.483886446,w,or,worbs,s,-0.919419607,0.186650586,NA,0.193587097,-0.023346968,NA,-0.725905015,0.169985002,NA
2013,worbs17s,0.259157431,1.219161336,0.31805294,w,or,worbs,s,-1.35031956,-0.326426907,-1.089022614,0.198163193,0.006567963,0.186702911,-1.145537432,-0.295615324,-0.900370573
2012,worbs17s,0.368863481,1.183360703,0.436193524,w,or,worbs,s,-0.997328674,0.093883371,-1.211871975,0.168358444,-0.188272168,0.189951965,-0.829669272,0.054854069,-1.019483604
2011,worbs17s,0.275830787,1.225482026,0.338495626,w,or,worbs,s,-1.287967692,-0.252183825,-1.001191023,0.203334257,0.040372336,0.188166194,-1.083244108,-0.226498186,-0.811666582
2010,worbs17s,0.487591797,1.212647373,0.593281454,w,or,worbs,s,-0.718276705,0.426153736,-0.93213223,0.192805881,-0.028453949,0.197770266,-0.522086365,0.396130616,-0.733426347
2009,worbs17s,0.453775683,1.217951879,0.551590935,w,or,worbs,s,-0.790152293,0.340570652,-1.004623236,0.19717066,7.96E-05,0.190728221,-0.594948567,0.315286849,-0.814680693
2008,worbs17s,0.22191947,1.199863887,0.265269989,w,or,worbs,s,-1.505440711,-0.511131431,-1.216327458,0.182208123,-0.097733802,0.194719112,-1.327007145,-0.496963825,-1.024786055
2007,worbs17s,0.258363087,1.227253263,0.315876978,w,or,worbs,s,-1.353389369,-0.330082164,-1.379403015,0.204778553,0.04981401,0.193886932,-1.152402451,-0.30323236,-1.188313938
2006,worbs17s,0.278210025,1.214915005,0.337721997,w,or,worbs,s,-1.279378965,-0.24195713,-1.262970883,0.19467412,-0.016240868,0.202641216,-1.085532216,-0.22903694,-1.060567816
2005,worbs17s,0.314697218,1.231793179,0.389158416,w,or,worbs,s,-1.156144315,-0.095220226,-1.136567593,0.208470977,0.07395219,0.205534245,-0.943768779,-0.071744272,-0.933823495
2004,worbs17s,0.377501967,1.237951054,0.462009655,w,or,worbs,s,-0.9741795,0.121447357,-0.949960086,0.213457637,0.106551074,0.207609865,-0.77216949,0.118652566,-0.741907979
2003,worbs17s,0.486968206,1.222503715,0.600624298,w,or,worbs,s,-0.719556443,0.424629936,-1.019785711,0.200900981,0.024465481,0.200533162,-0.509785668,0.409778771,-0.821125527
2002,worbs17s,0.255222085,1.205917718,0.306842276,w,or,worbs,s,-1.365621191,-0.344646734,-1.191715712,0.187240869,-0.064833646,0.184901118,-1.181421422,-0.335430165,-1.005090354
2001,worbs17s,0.225379529,1.181236185,0.266051875,w,or,worbs,s,-1.489969502,-0.492709687,-1.276287386,0.166561505,-0.200019151,0.169209071,-1.32406397,-0.493698245,-1.108591477
2000,worbs17s,0.377844908,1.166286582,0.440304371,w,or,worbs,s,-0.973271464,0.122528565,-1.228031079,0.15382484,-0.2832815,0.138496856,-0.820289039,0.065261844,-1.090290921
1999,worbs17s,0.294978658,1.099773472,0.32415945,w,or,worbs,s,-1.220852271,-0.172268728,-1.113081818,0.095104224,-0.667150944,0.112262198,-1.126519755,-0.274514388,-1.001771069
1998,worbs17s,0.318185186,1.091832556,0.346974353,w,or,worbs,s,-1.14512172,-0.082095496,-1.173861519,0.087857529,-0.71452417,0.111153686,-1.058504412,-0.199048423,-1.06601562
1997,worbs17s,0.314865232,1.162414497,0.36311972,w,or,worbs,s,-1.155610567,-0.094584686,-1.352975474,0.150499305,-0.305021246,0.131218619,-1.013022692,-0.148584485,-1.225085789
1996,worbs17s,0.172355834,1.168007171,0.201144794,w,or,worbs,s,-1.758194137,-0.812087821,-1.538637041,0.155299024,-0.273644438,0.148855918,-1.603730262,-0.804000099,-1.392931283
1995,worbs17s,0.182299121,1.15115919,0.209707643,w,or,worbs,s,-1.702106419,-0.745303535,-1.77319228,0.140769426,-0.368627581,0.150629814,-1.562040894,-0.757743941,-1.622956589
1994,worbs17s,0.155785334,1.168616992,0.182118335,w,or,worbs,s,-1.859276283,-0.932447487,-1.704021062,0.155820992,-0.270232222,0.141017663,-1.703098611,-0.914253582,-1.562927554
1993,worbs17s,0.212103592,1.134806975,0.240835017,w,or,worbs,s,-1.550680482,-0.564998944,-1.374014407,0.12646257,-0.46215461,0.147680115,-1.423643157,-0.604185661,-1.226255654
1992,worbs17s,0.490619473,1.174399299,0.575782557,w,or,worbs,s,-0.712086456,0.433524536,-1.377595474,0.160756782,-0.237965886,0.13704187,-0.552025195,0.362912189,-1.24058822
1991,worbs17s,0.154120659,1.131909759,0.174453629,w,or,worbs,s,-1.870019483,-0.945239537,-1.476989735,0.123906258,-0.478865778,0.143329131,-1.746096309,-0.961961389,-1.334181348
1990,worbs17s,0.157416005,1.156414596,0.181877383,w,or,worbs,s,-1.848863265,-0.920048586,-1.835707129,0.145324353,-0.338851032,0.124199389,-1.704422539,-0.915722537,-1.713007015
1989,worbs17s,0.167254506,1.108898917,0.184796105,w,or,worbs,s,-1.788238639,-0.847862152,-1.739465787,0.103367556,-0.613131743,0.108972516,-1.688502197,-0.898058229,-1.632062123
1988,worbs17s,0.205708439,1.081366629,0.222403577,w,or,worbs,s,-1.581295457,-0.601452544,-1.634525114,0.078225638,-0.777489932,0.093267468,-1.503261633,-0.692525807,-1.54215257
1987,worbs17s,0.215662359,1.10319356,0.238188267,w,or,worbs,s,-1.534041247,-0.545186416,-1.168548607,0.09820921,-0.646852976,0.091145722,-1.43469388,-0.616446917,-1.077031011
1986,worbs17s,0.676847617,1.101862929,0.745919554,w,or,worbs,s,-0.390309117,0.816668486,-1.00260198,0.097002319,-0.654742684,0.099696025,-0.293137521,0.650159266,-0.904186057
1985,worbs17s,0.338424053,1.109463478,0.373541276,w,or,worbs,s,-1.083455575,-0.008668914,-1.083456101,0.103876545,-0.609804371,0.098074895,-0.984726769,-0.117188934,-0.987007607
1984,worbs17s,0.169211882,1.097841325,0.185786237,w,or,worbs,s,-1.77660361,-0.83400819,-1.520384856,0.09334582,-0.678646015,0.107171339,-1.68315853,-0.892129199,-1.415518335
1983,worbs17s,0.182483525,1.132346075,0.206249288,w,or,worbs,s,-1.701095384,-0.744099684,-1.480398918,0.124291653,-0.476346369,0.111796223,-1.578669706,-0.776194327,-1.368859862
1982,worbs17s,0.381555958,1.12496418,0.429664181,w,or,worbs,s,-0.96349776,0.134166226,-1.473926352,0.117751195,-0.519102766,0.111543575,-0.84475135,0.038119851,-1.363098325
1981,worbs17s,0.172529695,1.097009538,0.189025393,w,or,worbs,s,-1.757185912,-0.810887317,-1.450525214,0.092587876,-0.68360086,0.100005879,-1.665873918,-0.872951175,-1.350554605
1980,worbs17s,0.195754889,1.093822636,0.214158572,w,or,worbs,s,-1.630891969,-0.660507676,-1.493795847,0.089678567,-0.702619648,0.097789601,-1.541038548,-0.734440928,-1.396278244
1979,worbs17s,0.335105571,1.11750929,0.374590344,w,or,worbs,s,-1.093309659,-0.020402284,-1.25326747,0.111102361,-0.562567644,0.096613273,-0.981922266,-0.114077217,-1.158307725
1978,worbs17s,0.355013031,1.093145033,0.385982842,w,or,worbs,s,-1.035600783,0.048312333,-1.094487126,0.089058893,-0.706670589,0.094593824,-0.951962361,-0.080835406,-0.999948828
1977,worbs17s,0.31519905,1.087215911,0.344396435,w,or,worbs,s,-1.154550935,-0.09332297,-0.842647613,0.083620219,-0.742224387,0.089229063,-1.065961858,-0.207322781,-0.759405652
1976,worbs17s,0.713344274,1.099667738,0.770825904,w,or,worbs,s,-0.337791122,0.879202262,-0.896637128,0.095008078,-0.667779473,0.095358746,-0.260292736,0.686601976,-0.805506892
