frag,survivedtoend,endtank,treat,normtankpa,pabwrec1,pabwrec2,pabwrec3,normtankt0,t0bwrec1,t0bwrec2,t0bwrec3,normtankt1,t1bwrec1,t1bwrec2,t1bwrec3,normtankt2,t2bwrec1,t2bwrec2,t2bwrec3,normtankt3,t3bwrec1,t3bwrec2,t3bwrec3,pasastan1,pasastan2,pasastan3,pasarec1,pasarec2,pasarec3,t0sastan1,t0sastan2,t0sastan3,t0sarec1,t0sarec2,t0sarec3,t1sastan1,t1sastan2,t1sastan3,t1sarec1,t1sarec2,t1sarec3,t2sastan1,t2sastan2,t2sastan3,t2sarec1,t2sarec2,t2sarec3,t3sastan1,t3sastan2,t3sastan3,t3sarec1,t3sarec2,t3sarec3,blastvol,blaster,hprotplate,hprot1,hprot2,hprot3,hcarbplate,hcarb1,hcarb2,hcarb3,scarbplate,scarb1,scarb2,scarb3,chl630_1,chl630_2,chl630_3,chl663_1,chl663_2,chl663_3,symcount1,symcount2,symcount3,symmit1,symmit2,symmit3,papamrec1,papamrec2,papamrec3,t0pamrec1,t0pamrec2,t0pamrec3,t1pamrec1,t1pamrec2,t1pamrec3,t2pamrec1,t2pamrec2,t2pamrec3,t3pamrec1,t3pamrec2,t3pamrec3,t4pamrec1,t4pamrec2,t4pamrec3,t5pamrec1,t5pamrec2,t5pamrec3,t6pamrec1,t6pamrec2,t6pamrec3,t7pamrec1,t7pamrec2,t7pamrec3,t8pamrec1,t8pamrec2,t8pamrec3,t9pamrec1,t9pamrec2,t9pamrec3
I2F10,yes,3_2,3,3_2,15.26,15.265,15.264,3_2,15.302,15.294,15.298,3_2,15.397,15.399,15.396,3_2,15.416,15.415,15.417,3_2,15.55,15.555,15.553,300102,299008,295824,911796,912848,911502,307736,307192,307180,929631,937237,942831,299741,299427,298909,940456,945241,946531,311488,310582,309743,934995,934777,935402,310506,312713,310506,968314,967971,965453,15,Olivia,D7,0.008,0.002,0,O7,0.065,0.056,0.074,NA,NA,NA,NA,0.042,0.043,0.048,0.046,0.047,0.049,1,1,5,0,0,0,NA,NA,NA,0.5,0.486,0.508,0.49,0.51,0.51,0.506,0.492,0.5,0.473,0.483,0.479,0.413,0.423,0.4,0.46,0.454,0.446,0.396,0.368,0.356,0.42,0.408,0.37,0.427,0.427,0.388,0.402,0.444,0.438
I3D3,yes,3_2,3,3_2,24.925,24.92,24.918,3_2,24.997,24.999,24.998,3_2,25.167,25.17,25.164,3_2,25.331,25.321,25.331,3_2,25.513,25.513,25.517,296678,304636,292736,1475890,1482502,1484634,NA,NA,NA,NA,NA,NA,306339,307740,305521,1552648,1548636,1550953,310128,306304,311971,1560938,1560637,1559772,308421,307597,307803,1420246,1424199,1421242,15,Andrea,D3,0.268,0.238,0.238,O7,0.53,0.399,0.508,NA,NA,NA,NA,0.089,0.104,NA,0.198,0.215,NA,75,96,107,0,0,1,0.592,0.584,0.583,0.5,0.532,0.473,0.51,0.455,0.475,0.472,0.453,0.447,0.468,0.453,0.449,0.438,0.422,0.415,0.28,0.259,0.337,0.385,0.382,0.366,0.347,0.351,0.322,0.335,0.312,0.326,0.309,0.326,0.336
I3E3,yes,3_2,3,3_2,23.013,23.014,23.016,3_2,23.087,23.083,23.081,3_2,23.324,23.326,23.321,3_2,23.707,23.707,23.705,3_2,24.145,24.143,24.144,296946,296989,302320,1341058,1342211,1339032,308830,306050,310990,1360977,1368384,1365160,298881,300806,299697,1411743,1417434,1411922,309891,311952,309624,1400452,1401355,1401467,312647,311050,311498,1459170,1451641,1444851,15,Olivia,O4,0.123,0.114,0.125,O7,0.265,0.213,0.243,NA,NA,NA,NA,0.069,0.069,0.071,0.13,0.13,0.131,89,78,70,0,0,0,0.57,0.586,0.579,0.533,0.46,0.483,0.461,0.477,0.469,0.594,0.582,0.554,0.573,0.562,0.542,0.51,0.524,0.512,0.497,0.512,0.491,0.487,0.486,0.484,0.488,0.502,0.49,0.535,0.514,0.521,0.526,0.571,0.536
I3F3,yes,3_2,3,3_2,20.887,20.886,20.89,3_2,21.154,21.146,21.144,3_2,21.506,21.507,21.508,3_2,21.901,21.9,21.9,3_2,22.814,22.811,22.809,299178,288294,296758,1266632,1268174,1268481,310497,308077,308278,1310621,1312029,1312970,311303,311303,311326,1355911,1355303,1356163,307721,309364,309786,1362657,1367326,1368825,309619,309601,307619,1389156,1390570,1382243,21,Darren,D5,0.126,0.129,0.135,O7,0.19,0.14,0.197,NA,NA,NA,NA,0.091,0.109,0.114,0.193,0.225,0.231,121,96,116,0,1,2,0.595,0.599,0.609,0.58,0.553,0.58,0.58,0.595,0.6,0.58,0.582,0.586,0.554,0.582,0.572,0.588,0.479,0.572,0.589,0.582,0.573,0.553,0.577,0.565,0.563,0.56,0.541,0.571,0.578,0.574,0.539,0.533,0.559
I4D9,yes,3_2,3,3_2,19.786,19.782,19.784,3_2,19.753,19.749,19.749,3_2,19.729,19.73,19.73,3_2,19.695,19.696,19.693,3_2,19.769,19.769,19.767,294704,300144,299184,1072598,1079051,1071481,308282,309145,309143,1032970,1037478,1037100,297809,298612,298071,998987,1007071,1001717,313386,308424,313423,1014043,1023054,1025420,309162,309162,310005,1011997,1008845,1005343,15,Joyce,D2,0.115,0.112,0.105,O7,0.353,0.372,0.328,NA,NA,NA,NA,0.084,0.092,0.095,0.164,0.184,0.186,71,69,52,0,0,0,NA,NA,NA,0.609,0.529,0.662,0.616,0.529,0.538,0.56,0.559,0.579,0.591,0.598,0.592,0.559,0.585,0.591,0.598,0.587,0.589,0.58,0.588,0.607,0.619,0.611,0.597,0.611,0.67,0.592,0.606,0.613,0.621
I4E3,yes,3_2,3,3_2,18.909,18.908,18.905,3_2,19,19.003,18.997,3_2,19.059,19.058,19.06,3_2,19.076,19.075,19.075,3_2,19.103,19.104,19.101,302304,293223,296986,1308838,1306357,1305941,312670,307080,309926,1339840,1339462,1342591,301928,300278,300515,1376322,1371244,1365820,308949,306684,310943,1025420,1028195,1021426,310282,308003,310013,1296493,1276236,1285439,15,Joyce,D2,0.149,0.16,0.141,O7,0.199,0.605,0.36,NA,NA,NA,NA,0.08,0.103,0.115,0.157,0.186,0.196,71,50,81,0,0,0,0.6,0.607,0.61,0.64,0.596,0.566,0.5,0.596,0.571,0.608,0.618,0.625,0.602,0.621,0.635,0.54,0.571,0.547,0.512,0.531,0.563,0.601,0.594,0.596,0.526,0.545,0.561,0.564,0.527,0.545,0.516,0.498,0.498
I4F3,no,3_2,3,3_2,17.659,17.658,17.659,3_2,17.708,17.705,17.704,3_2,17.759,17.76,17.765,3_2,17.928,17.928,17.927,NA,NA,NA,NA,301204,296984,302352,1272943,1276187,1290495,304668,305728,308266,1249884,1247832,1248625,298871,298884,298618,1253525,1253607,1253895,312624,313500,315678,1313145,1318184,1313849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578,0.56,0.568,0.517,0.494,0.544,0.549,0.588,0.516,0.568,0.56,0.573,0.564,0.58,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2D3,yes,3_2,3,3_2,18.516,18.51,18.511,3_2,18.644,18.646,18.647,3_2,18.957,18.957,18.961,3_2,19.141,19.139,19.151,3_2,19.717,19.725,19.723,291744,307996,300036,1418076,1417307,1413697,310174,309446,307996,1382954,1387165,1381736,311596,311337,311350,1392814,1392753,1391995,311376,307819,311512,1411334,1410289,1416391,308676,308670,310892,1439300,1435111,1436695,15,Lauren,O5,0.162,0.166,0.168,O8,0.611,0.693,0.587,NA,NA,NA,NA,0.108,0.125,0.121,0.338,0.389,0.374,146,127,135,0,0,0,0.624,0.628,0.598,0.659,0.595,0.609,0.585,0.594,0.581,0.613,0.635,0.63,0.627,0.64,0.648,0.646,0.63,0.604,0.571,0.567,0.581,0.58,0.612,0.615,0.599,0.613,0.611,0.591,0.584,0.627,0.62,0.616,0.643
O2E3,yes,3_2,3,3_2,22.292,22.294,22.288,3_2,22.307,22.307,22.311,3_2,22.429,22.426,22.428,3_2,22.747,22.745,22.748,3_2,22.328,22.325,22.325,304640,294822,304624,1565462,1566266,1567162,309384,304141,304995,1514410,1512888,1513749,309929,308821,307092,1596175,1600383,1594052,311510,308002,306597,1596873,1596497,1603157,308780,305991,308129,1596192,1594343,1595965,13,Joyce,D2,0.204,0.22,0.207,O8,0.887,0.792,0.648,NA,NA,NA,NA,0.135,0.148,0.15,0.329,0.365,0.37,128,160,50,0,0,0,0.624,0.637,0.619,0.575,0.587,NA,0.571,0.596,0.576,0.609,0.623,0.618,0.63,0.615,0.616,0.705,0.586,0.59,0.609,0.574,0.555,0.558,0.553,0.561,0.55,0.529,0.53,0.536,0.511,0.543,0.56,0.534,0.534
O2F3,yes,3_2,3,3_2,19.599,19.56,19.56,3_2,19.758,19.759,19.761,3_2,20.139,20.139,20.143,3_2,20.428,20.429,20.429,3_2,20.997,20.994,20.993,304240,298990,298029,1224403,1222886,1225145,303857,308556,307182,1259452,1262593,1263952,298335,297260,299390,1230072,1231133,1224340,307128,305480,309643,1316711,1312852,NA,310034,308654,308608,1312079,1288266,1293296,24,Darren,D7,0.187,0.194,0.221,O8,0.325,0.555,0.365,NA,NA,NA,NA,0.12,0.135,0.136,0.272,0.301,0.304,110,96,100,0,0,0,0.59,0.579,0.572,0.555,0.519,0.519,0.47,0.478,0.427,0.484,0.5,0.482,0.492,0.495,0.497,0.533,0.489,0.53,0.446,0.427,0.439,0.454,0.428,0.406,0.444,0.461,0.421,0.466,0.429,NA,0.47,0.47,0.48
O3D3,no,3_2,3,3_2,21.76,21.763,21.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297920,301270,298946,1636442,1636970,1642119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597,0.576,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3D9,yes,3_2,3,NA,NA,NA,NA,3_2,17.209,17.211,17.206,3_2,17.309,17.31,17.308,3_2,17.736,17.735,17.736,3_2,18.558,18.561,18.556,NA,NA,NA,NA,NA,NA,309388,309334,310235,1501415,1502095,1504581,309367,309123,309107,1579755,1585271,1582738,309671,310909,309751,1643615,1646951,1642542,309243,311181,308908,1614411,1624217,1606595,16,Darren,D8,0.192,0.212,0.195,O8,0.403,0.588,0.489,NA,NA,NA,NA,0.068,0.078,0.086,0.202,0.23,0.238,34,33,34,0,0,0,NA,NA,NA,0.55,0.542,0.553,0.512,0.532,0.527,0.563,0.623,0.618,0.522,0.511,0.489,0.508,0.514,0.499,0.489,0.486,0.485,0.473,0.475,0.476,0.436,0.504,0.435,0.454,0.477,0.517,0.466,0.478,0.461
O3E3,yes,3_2,3,3_2,19.923,19.928,19.921,3_2,19.963,19.965,19.966,3_2,20.087,20.091,20.091,3_2,20.308,20.307,20.306,3_2,20.986,20.984,20.988,309152,298741,298918,1560931,1559377,1566663,310177,310759,309118,1562335,1562258,1563280,307173,304654,304653,1563034,1568575,1570805,301270,297818,301479,1623534,1628986,1627481,311832,309302,312862,1695306,1686752,1692187,19,Alyssa,D3,0.31,0.317,0.245,O8,0.593,0.625,0.671,NA,NA,NA,NA,0.132,0.152,0.151,0.377,0.438,0.424,172,210,260,3,1,0,0.549,0.555,0.556,0.495,0.467,0.495,0.457,0.472,0.462,0.543,0.493,0.512,0.527,0.556,0.548,0.536,0.509,0.494,0.555,0.534,0.549,0.586,0.567,0.565,0.531,0.534,0.555,0.428,0.404,0.477,0.561,0.548,0.566
O3F3,yes,3_2,3,3_2,20.085,20.084,20.082,3_2,20.262,20.261,20.264,3_2,20.595,20.588,20.588,3_2,20.795,20.796,20.797,3_2,24.479,24.479,24.478,289200,294804,291542,1235749,1244034,1238657,309434,306862,309994,1249517,1245795,1244746,306840,306300,306310,1324400,1322342,1330150,310378,309864,309563,1350323,1350323,1352584,310604,309808,311733,1685416,1651764,1657346,10,Joyce,D2,0.194,0.221,0.244,O8,0.534,0.604,0.708,NA,NA,NA,NA,0.063,0.066,0.073,0.118,0.129,0.132,60,58,72,0,0,0,0.598,0.593,0.59,0.568,0.566,0.523,0.554,0.526,0.543,0.503,0.508,0.489,0.394,0.398,0.406,0.528,0.489,0.51,0.494,0.521,0.468,0.515,0.53,0.5,0.467,0.441,0.452,0.504,0.459,0.456,0.43,0.451,0.446
O4D12,yes,3_2,3,3_2,19.901,19.915,19.916,3_2,20.057,20.055,20.054,3_2,20.391,20.39,20.391,3_2,20.847,20.848,20.842,3_2,21.789,21.788,21.786,304631,300208,301286,1490314,1490986,1490653,307835,308346,308358,1523962,1529264,1532326,311851,311850,311617,1551560,1551315,1549773,310631,310900,310335,1583240,1588424,1582453,311139,309495,310287,1639755,1638254,1643361,15,Darren,D3,0.261,0.261,0.229,O8,0.727,0.693,0.807,NA,NA,NA,NA,0.049,0.058,0.055,0.139,0.163,0.156,58,102,58,0,0,0,NA,NA,NA,0.521,0.58,0.579,0.49,0.517,0.468,0.544,0.546,0.559,0.541,0.544,0.55,0.495,0.479,0.521,0.497,0.501,0.492,0.544,0.545,0.563,0.512,0.511,0.544,0.535,0.505,0.489,0.559,0.528,0.561
O4E10,yes,3_2,3,3_2,16.937,16.938,16.935,3_2,17.051,17.05,17.054,3_2,17.393,17.391,17.389,3_2,17.612,17.61,17.61,3_2,17.942,17.938,17.943,291558,296936,287158,1102815,1103938,1101877,308233,308549,308802,1202863,1203835,1205995,307116,306863,308272,1221492,1218674,1220099,309024,309057,309322,1204028,1208363,1207836,309835,307899,310611,1246938,1248558,1250353,19,Olivia,D8,0.068,0.082,0.079,O8,0.161,0.25,0.191,NA,NA,NA,NA,0.009,0.01,0.009,0.028,0.031,0.031,12,21,28,0,0,1,NA,NA,NA,0.552,0.542,0.578,0.528,0.526,0.594,0.529,0.549,0.542,0.545,0.541,0.565,0.536,0.547,0.53,0.515,0.514,0.551,0.493,0.472,0.502,0.537,0.52,0.521,0.476,0.488,0.417,0.456,0.497,0.482
O4F3,yes,3_2,3,3_2,23.343,23.345,23.344,3_2,23.517,23.516,23.519,3_2,23.917,23.919,23.916,3_2,24.475,24.471,24.473,3_2,25.361,25.361,25.358,298016,293664,293664,1644714,1646424,1642367,306052,304920,309352,1678507,1674733,1675333,306555,305447,306301,1694529,1695610,1692374,309848,309015,309086,1759854,1761222,1765641,309429,310969,309368,1837097,1841433,1838970,16,Darren,O2,0.205,0.227,0.217,O8,0.655,0.603,0.608,NA,NA,NA,NA,0.066,0.075,0.075,0.197,0.227,0.22,56,28,56,0,0,0,0.606,0.604,0.616,0.581,0.574,0.532,0.541,0.538,0.52,0.557,0.565,0.589,0.541,0.552,0.509,0.503,0.517,0.548,0.514,0.526,0.534,0.53,0.536,0.55,0.509,0.518,0.518,0.571,0.503,0.531,0.561,0.532,0.529
I2G11,yes,3_3,3,3_3,23.081,23.08,23.078,3_3,22.93,22.931,22.928,3_3,22.816,22.815,22.815,3_3,22.765,22.772,22.777,3_3,22.82,22.821,22.817,288406,301444,291630,1217570,1225490,1222983,304714,306645,305816,1209477,1209477,1211298,312716,310514,314701,1222162,1229708,1231217,309558,310628,310484,1219733,1220438,ERROR,310014,314208,313676,1178643,1167554,1216699,12,Darren,D6,0.078,0.077,0.082,O8,0.35,0.378,0.369,NA,NA,NA,NA,0.09,0.099,0.108,0.094,0.104,0.114,35,31,27,1,0,0,NA,NA,NA,0.461,0.439,0.4,0.437,0.468,0.416,0.537,0.535,0.557,0.58,0.558,0.581,0.5,0.471,0.462,0.581,0.568,0.558,0.545,0.561,0.538,0.558,0.533,0.548,0.528,0.495,0.536,0.511,0.493,0.497
I2H13,yes,3_3,3,3_3,14.901,14.898,14.897,3_3,14.977,14.978,14.977,3_3,15.103,15.102,15.103,3_3,15.245,15.249,15.246,3_3,15.527,15.521,15.526,296934,295969,300414,1039509,1034286,1032563,307203,308851,309105,1061260,1062247,1064339,312685,308508,314101,1085819,1087209,1088278,307168,304038,304888,1072124,1075538,1072425,317681,319282,318749,1146382,1141051,1143643,13,Olivia,D6,0.016,0.026,0.024,O8,0.135,0.1,0.12,NA,NA,NA,NA,0.077,0.184,0.185,0.081,0.199,0.199,18,13,24,0,0,0,NA,NA,NA,0.357,0.352,0.356,0.358,0.373,0.34,0.537,0.534,0.509,0.536,0.506,0.517,0.453,0.434,0.438,0.477,0.465,0.46,0.413,0.418,0.41,0.464,0.446,0.425,0.464,0.53,0.474,0.486,0.536,0.473
I2I3,yes,3_3,3,3_3,21.774,21.771,21.776,3_3,21.72,21.716,21.717,3_3,21.794,21.795,21.793,3_3,22.038,22.04,22.041,3_3,22.384,22.384,22.384,298112,299050,290248,1463096,1470873,1467173,309695,308006,307767,1508686,1504524,1510051,310471,313582,312748,1514552,1524299,1520391,307832,310032,310668,1506678,1497114,1504221,318131,318114,317530,1546239,1546455,1549571,15,Alyssa,D5,0.052,0.044,0.052,O8,0.253,0.24,0.328,NA,NA,NA,NA,0.106,0.117,0.119,0.112,0.123,0.126,68,65,72,0,0,1,0.539,0.515,0.5,0.317,0.333,0.306,0.421,0.333,0.342,0.427,0.435,0.415,0.592,0.593,0.551,0.393,0.375,0.428,0.425,0.408,0.413,0.399,0.402,0.362,0.458,0.541,0.443,0.392,0.428,0.438,0.515,0.466,0.469
I3G3,yes,3_3,3,3_3,12.524,12.52,12.52,3_3,12.595,12.594,12.595,3_3,12.8,12.8,12.8,3_3,13.086,13.086,13.087,3_3,13.489,13.487,13.485,291604,299244,293736,1021398,1023910,1027335,306621,305288,306915,1078357,1081971,1079632,311303,313549,314393,1095357,1099428,1095030,310248,311740,310552,1101428,1107647,1110671,319842,321025,321297,1160576,1163951,1161545,15.5,Alyssa,D5,0.107,0.099,0.124,O8,0.42,0.386,0.356,NA,NA,NA,NA,0.308,0.367,0.357,0.336,0.401,0.389,254,167,210,2,1,0,0.531,0.514,0.498,0.494,0.435,0.448,0.588,0.43,0.488,0.445,0.452,0.471,0.395,0.398,0.404,0.384,0.387,0.361,0.392,0.393,0.38,0.338,0.351,0.322,0.389,0.384,0.388,0.434,0.407,0.403,0.518,0.479,0.485
I3H3,yes,3_3,3,3_3,17.912,17.912,17.909,3_3,17.955,17.951,17.95,3_3,18.059,18.059,18.062,3_3,18.107,18.107,18.111,3_3,18.211,18.211,18.21,289678,291536,304582,1158897,1144651,1142788,309681,308876,307760,1198161,1187916,1200135,317494,316100,316951,1214395,1216362,1215646,308719,308328,309850,1176437,1176909,1178685,310863,310018,311653,1191086,1188797,1191943,25,Darren,D5,0.047,0.03,0.034,O8,0.232,0.314,0.342,NA,NA,NA,NA,0.104,0.125,0.154,0.245,0.28,0.311,58,50,60,0,0,0,0.629,0.621,0.627,0.593,0.583,0.588,0.558,0.594,0.5,0.58,0.564,0.581,0.585,0.615,0.568,0.573,0.555,0.544,0.554,0.574,0.578,0.534,0.541,0.534,0.584,0.565,0.522,0.581,0.586,0.565,0.554,0.523,0.492
I3I3,yes,3_3,3,3_3,17.787,17.786,17.785,3_3,17.882,17.882,17.88,3_3,17.983,17.981,17.982,3_3,18.098,18.099,18.099,3_3,18.515,18.508,18.507,292641,312550,295872,1341300,1338717,1338135,307737,306081,307771,1387405,1379395,1381354,315515,315807,315238,1405841,1410468,1406674,306861,308897,307910,1501828,1501367,15022364,318151,318414,319555,1433140,1433997,1432048,17,Darren,D3,0.246,0.231,0.231,O8,0.73,0.983,0.782,NA,NA,NA,NA,0.117,0.137,0.132,0.33,0.388,0.378,107,502,286,0,0,0,0.536,0.553,0.52,0.602,0.606,0.549,0.495,0.523,0.542,0.566,0.568,0.554,0.587,0.616,0.58,0.589,0.607,0.576,0.539,0.513,0.53,0.57,0.603,0.585,0.582,0.629,0.601,0.565,0.561,0.551,0.556,0.575,0.56
I4G3,yes,3_3,3,3_3,18.9,18.897,18.899,3_3,18.812,18.811,18.811,3_3,18.86,18.86,18.86,3_3,19.004,19.004,19.006,3_3,19.299,19.299,19.297,295797,294880,299169,1145602,1143541,1158315,309710,309724,309996,1175576,1175254,1178042,312421,312437,309934,1110046,1116278,1113153,309221,310350,310045,1192272,1194592,1189863,307300,310597,310832,1141653,1139344,1139893,NA,NA,D4,0.137,0.147,0.139,O8,0.568,0.624,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553,0.564,0.543,0.535,0.533,0.598,0.547,0.479,0.523,0.496,0.508,0.531,0.578,0.582,0.566,0.547,0.536,0.518,0.413,0.422,0.404,0.464,0.474,0.443,0.429,0.447,0.403,0.549,0.544,0.505,0.597,0.613,0.624
I4H3,yes,3_3,3,3_3,15.707,15.708,15.708,3_3,15.762,15.756,15.759,3_3,15.898,15.899,15.9,3_3,16.01,16.014,16.011,3_3,16.423,16.419,16.425,306892,294858,284858,1033098,1037292,1034538,307672,309142,309418,1053789,1058685,1056219,310720,310770,313856,1068249,1075737,1073478,309364,310419,310348,1111742,1110270,1112304,320689,318427,318693,1138469,1135284,1140604,22,Brooke,D5,0.125,0.076,0.082,O9,0.301,0.288,0.292,NA,NA,NA,NA,0.091,0.104,0.11,0.198,0.227,0.235,72,71,62,1,0,0,0.622,0.635,0.658,0.663,0.633,0.641,0.588,0.663,0.571,0.623,0.627,0.622,0.577,0.637,0.63,0.561,0.553,0.534,0.6,0.596,0.582,0.597,0.599,0.587,0.581,0.591,0.578,0.614,0.573,0.606,0.609,0.596,0.598
I4I7,yes,3_3,3,3_3,11.222,11.227,11.223,3_3,11.214,11.215,11.211,3_3,11.265,11.267,11.266,3_3,11.361,11.367,11.361,3_3,11.562,11.565,11.563,301476,294904,301206,729395,727300,728995,307458,307219,308846,673429,692505,671126,312679,311614,312718,664910,666413,664096,314433,316680,314426,701079,699915,702467,310858,312024,315089,662987,663045,663640,10,Darren,D4,0.022,0.02,0.015,O9,0.453,0.463,0.703,NA,NA,NA,NA,0.187,0.213,0.215,0.201,0.229,0.23,75,58,74,0,0,0,NA,NA,NA,0.53,0.542,0.555,0.542,0.556,0.557,0.537,0.572,0.551,0.568,0.596,0.565,0.543,0.559,0.541,0.513,0.507,0.492,0.505,0.519,0.513,0.574,0.579,0.574,0.566,0.553,0.574,0.549,0.601,0.57
O2G7,yes,3_3,3,3_3,17.919,17.916,17.914,3_3,17.897,17.898,17.894,3_3,17.843,17.845,17.844,3_3,17.814,17.816,17.815,3_3,17.856,17.858,17.857,296936,301878,291658,1102964,1102888,1102945,307182,306648,306648,1117122,1112161,1115716,303788,309335,312696,1124429,1124870,1121840,312565,311972,309493,1128720,1119163,1121506,312434,312111,313113,1151235,1166151,1155007,NA,NA,NA,0.123,0.142,0.144,NA,0.416,0.344,0.336,NA,NA,NA,NA,0.03,0.033,0.034,0.087,0.099,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528,0.54,0.539,0.478,0.5,0.513,0.538,0.546,0.533,0.483,0.484,0.537,0.481,0.481,0.464,0.539,0.48,0.508,0.466,0.499,0.448,0.444,0.458,0.489,0.498,0.484,0.482,0.37,0.376,0.388
O2H8,yes,3_3,3,3_3,10.998,10.999,10.998,3_3,10.998,10.997,11.003,3_3,11.063,11.064,11.063,3_3,11.102,11.104,11.101,3_3,11.161,11.157,11.156,301248,307786,293598,841042,833923,836388,308009,308819,308847,853399,855395,856877,314119,314392,313832,839824,841030,841481,310302,309459,310893,852950,851597,851993,321290,321305,320195,878530,875180,878271,16,Darren,D6,0.095,0.081,0.117,O9,0.243,0.336,0.426,NA,NA,NA,NA,0.092,0.2,0.155,0.154,0.177,0.182,121,95,100,0,0,0,NA,NA,NA,0.532,0.559,0.533,0.521,0.5,0.52,0.488,0.489,0.479,0.517,0.474,0.474,0.524,0.53,0.504,0.483,0.507,0.5,0.402,0.406,0.366,0.405,0.44,0.395,0.495,0.538,0.563,0.446,0.454,0.425
O2I3,yes,3_3,3,3_3,13.147,13.131,13.135,3_3,15.249,15.246,15.246,3_3,13.474,13.474,13.476,3_3,13.701,13.703,13.702,3_3,14.218,14.215,14.212,298160,301150,282736,1108509,1104881,1108608,307188,305268,308891,1153806,1156883,1154455,309359,310470,310448,1168911,1171836,1168988,308727,308452,308719,1181801,1183422,1183354,311451,312264,313035,1233151,1233996,1233722,16,Darren,D1,0.199,0.218,0.225,O9,0.499,0.55,0.467,NA,NA,NA,NA,0.332,0.39,0.391,0.359,0.422,0.422,202,193,304,2,0,1,0.62,0.619,0.591,0.634,0.63,0.637,0.619,0.607,0.515,0.666,0.628,0.632,0.652,0.635,0.616,0.598,0.588,0.578,0.575,0.545,0.546,0.583,0.583,0.58,0.55,0.588,0.575,0.599,0.599,0.594,0.584,0.599,0.599
O3G8,yes,3_3,3,3_3,14.977,14.975,14.975,3_3,15.016,15.014,15.014,3_3,15.273,15.272,15.275,3_3,15.649,15.646,15.651,3_3,16.319,16.322,16.321,287358,298054,298160,1153154,1153757,1153770,309389,309692,309368,1035068,1037207,1037311,312150,310218,313857,1073060,1076761,1078073,308630,308994,308928,1097785,1094531,1099402,320373,322345,320660,1205705,1198955,1206288,15,Lauren,O2,0.145,0.144,0.132,O9,0.423,0.512,0.373,NA,NA,NA,NA,0.101,0.109,0.127,0.314,0.335,0.381,127,117,143,1,0,0,NA,NA,NA,0.592,0.633,0.574,0.555,0.555,0.565,0.579,0.561,0.572,0.551,0.555,0.551,0.497,0.492,0.471,0.473,0.506,0.485,0.554,0.562,0.565,0.512,0.534,0.523,0.495,0.538,0.563,0.584,0.523,0.521
O3H3,yes,3_3,3,3_3,15.213,15.212,15.211,3_3,24.784,24.784,24.785,3_3,15.313,15.317,15.314,3_3,15.536,15.535,15.538,3_3,16.065,16.067,16.067,301065,292351,292682,1074892,1076295,1078450,309994,307500,308350,1117172,1120198,1129330,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,310439,310668,310443,1146405,1148440,1149887,321502,320030,318911,1198670,1199589,1197287,13,Darren,D8,0.23,0.215,0.189,O9,0.382,0.399,0.586,NA,NA,NA,NA,0.034,0.037,0.036,0.091,0.106,0.1,39,20,32,0,0,1,0.634,0.624,0.62,0.551,0.565,0.576,0.54,0.534,0.524,0.57,0.55,0.586,0.632,0.583,0.559,0.542,0.527,0.555,0.545,0.528,0.546,0.548,0.539,0.559,0.54,0.567,0.562,0.477,0.473,0.496,0.53,0.517,0.53
O3I11,yes,3_3,3,3_3,11.981,11.982,11.981,3_3,11.957,11.959,11.958,3_3,11.996,11.996,11.994,3_3,12.07,12.074,12.07,3_3,12.265,12.264,12.265,286296,296890,300240,931123,932013,929879,308565,308008,308298,945332,944188,942284,316070,310747,311603,953031,951950,958234,312008,314057,312296,965365,966567,965630,320100,319222,320115,994740,984458,989929,12,Darren,D1,0.225,0.222,0.227,O9,0.484,0.434,0.486,NA,NA,NA,NA,0.136,0.149,0.149,0.144,0.158,0.159,69,39,26,0,0,0,NA,NA,NA,0.483,0.44,0.469,0.409,0.467,0.447,0.516,0.48,0.516,0.463,0.506,0.491,0.445,0.415,0.447,0.444,0.437,0.435,0.485,0.439,0.449,0.437,0.428,0.387,0.357,0.369,0.347,0.394,0.368,0.403
